,year_month,us Sentiment Score-Polarity,us Sentiment Score-Subjectivity,us,says Sentiment Score-Polarity,says Sentiment Score-Subjectivity,says,trade Sentiment Score-Polarity,trade Sentiment Score-Subjectivity,trade,billion Sentiment Score-Polarity,billion Sentiment Score-Subjectivity,billion,new Sentiment Score-Polarity,new Sentiment Score-Subjectivity,new,china Sentiment Score-Polarity,china Sentiment Score-Subjectivity,china,ceo Sentiment Score-Polarity,ceo Sentiment Score-Subjectivity,ceo,deal Sentiment Score-Polarity,deal Sentiment Score-Subjectivity,deal,coronavirus Sentiment Score-Polarity,coronavirus Sentiment Score-Subjectivity,coronavirus,shares Sentiment Score-Polarity,shares Sentiment Score-Subjectivity,shares
10,2007-12-01,0.1701691254651781,0.4524375332270069,364.0,0.3165289256198347,0.4111570247933885,151.0,0.05973883572567783,0.3882309941520468,276.0,0.057645903479236815,0.2198793490460157,288.0,0.27844696969696975,0.5595454545454546,268.0,0.21619468494468494,0.2982283148949816,246.0,0.11161616161616161,0.3983065953654189,264.0,0.08472554678437032,0.3665655150949268,265.0,,,,-0.014356725146198825,0.19213450292397657,322.0
11,2008-01-01,-0.030402711323763956,0.2697102604997341,329.0,0.12544823232323232,0.3566792929292929,358.0,0.08666666666666667,0.21125000000000002,269.0,0.026767676767676767,0.18042929292929294,120.0,0.09576327181590338,0.46919628616997033,305.0,0.06439393939393939,0.12679924242424243,122.0,0.18556818181818183,0.43550505050505056,169.0,-0.04885714285714286,0.2859940476190476,335.0,-0.3,0.48333333333333334,25.0,0.13213352007469656,0.3006535947712418,289.0
12,2008-03-01,0.12911796536796535,0.41956980519480513,668.0,0.05153292181069958,0.3435390946502057,446.0,0.12498186998186996,0.3852861952861954,627.0,0.10020833333333334,0.2151388888888889,344.0,0.14427398989898987,0.44004138608305277,447.0,0.05766788766788769,0.3476338013838014,499.0,0.09292207792207792,0.3252391259534117,457.0,0.05022265061327561,0.361522591991342,498.0,,,,0.1330390211640212,0.39228156231628447,611.0
13,2008-04-01,0.059257518796992474,0.2891395154553049,327.0,0.022130681818181827,0.2503314393939394,359.0,0.1401315789473684,0.2706140350877193,315.0,0.05915071770334929,0.3412480063795853,316.0,0.17975757575757573,0.4987739898989899,295.0,0.04654431216931217,0.32541997354497354,269.0,0.1701984126984127,0.32091269841269837,343.0,0.051966089466089466,0.3001052188552189,263.0,,,,0.22280568846358317,0.4438503455608719,340.0
14,2008-05-01,0.08895061728395064,0.21373456790123457,276.0,0.17745689982532087,0.34470456444140646,287.0,0.06775152844231791,0.31397195640616693,309.0,0.06708333333333334,0.17541666666666664,325.0,0.1405431191615402,0.4384697539302802,226.0,-0.05350877192982456,0.15175438596491225,255.0,0.03486111111111112,0.24479166666666666,328.0,-0.001691287878787881,0.3123722943722943,345.0,0.13636363636363635,0.45454545454545453,6.0,0.06440800865800868,0.4256655844155844,335.0
15,2008-06-01,0.07021103896103896,0.2136201298701299,310.0,-0.014083333333333326,0.47825000000000006,358.0,0.10181818181818181,0.1893939393939394,281.0,0.10598011363636364,0.2330760732323232,307.0,0.18568867243867238,0.4462677970177971,322.0,-0.008512759170653908,0.4528110047846889,238.0,0.06858585858585857,0.2867676767676769,324.0,0.0972883597883598,0.2765707671957672,270.0,0.1,1.0,11.0,0.1386363636363636,0.2611489898989899,288.0
16,2008-07-01,0.1611979166666667,0.5008680555555556,284.0,0.04680190058479531,0.3869883040935673,324.0,0.04455243221690591,0.4279306220095693,352.0,-0.08500757575757575,0.21061363636363634,280.0,0.11570887445887446,0.4316883116883116,229.0,0.08972222222222222,0.23361111111111113,311.0,0.10420454545454545,0.3000799663299663,347.0,0.20363408521303256,0.4293755221386801,303.0,,,,0.28918262485970814,0.5084122474747476,301.0
17,2008-08-01,0.12833959899749375,0.26802318295739347,328.0,0.015574352548036761,0.3521825396825397,305.0,0.12635984848484846,0.38579545454545455,316.0,0.08946022727272726,0.18470959595959596,317.0,0.14914418914418912,0.45966255966255976,274.0,-0.019128787878787887,0.22068181818181815,299.0,0.0658198051948052,0.2772743506493507,390.0,0.18044258373205746,0.39160685805422646,328.0,,,,0.07838704505371173,0.333872454705788,283.0
18,2008-09-01,0.1165692007797271,0.3911062378167642,358.0,0.0237639553429027,0.25933014354066986,298.0,0.03425925925925926,0.4531746031746031,222.0,0.0340016708437761,0.3258980785296575,357.0,0.12378787878787875,0.4665151515151515,222.0,0.11746031746031746,0.20830827067669175,304.0,0.09552272727272725,0.24549242424242426,282.0,0.21505968915343915,0.4887890211640212,339.0,0.0,0.0,20.0,0.13870614035087722,0.3681652046783626,325.0
19,2008-10-01,0.05277777777777778,0.3308333333333333,353.0,0.04637426900584794,0.1471345029239766,292.0,-0.012961855396065917,0.29316947672210825,299.0,-0.028148148148148134,0.26946759259259256,388.0,0.09428030303030302,0.45893939393939387,276.0,0.08833806818181819,0.3015530303030303,308.0,0.185,0.2422222222222222,337.0,-0.10656632110579481,0.5293963760411129,364.0,0.4,0.5,28.0,0.1390079365079365,0.28480158730158733,281.0
20,2008-11-01,0.07690972222222223,0.3473263888888889,373.0,0.16946699134199136,0.3752281746031746,341.0,0.21083580162527527,0.354004329004329,341.0,0.011968253968253972,0.25930158730158737,374.0,0.20082505214084162,0.4803873757821126,225.0,0.12069318181818181,0.3502689393939393,324.0,0.1789033189033189,0.39375180375180363,336.0,0.22064393939393945,0.3698958333333333,336.0,-0.14107142857142854,0.34226190476190477,43.0,0.21385380116959066,0.3718337510442774,315.0
21,2008-12-01,0.1263047138047138,0.47394781144781145,396.0,0.09041666666666666,0.33786111111111117,294.0,0.13001893939393938,0.4042992424242424,336.0,0.07311471861471862,0.20374350649350648,298.0,0.19497053872053868,0.5330597643097642,249.0,-0.024350649350649352,0.25498593073593073,312.0,0.0764272186147186,0.26060064935064936,307.0,0.24683501683501685,0.4286630190796857,335.0,,,,0.11266835016835018,0.37571548821548817,310.0
22,2009-01-01,0.06955967235379,0.45511954276660166,351.0,0.058430166324903166,0.2581896660844029,262.0,0.07351143009037746,0.4505555555555556,336.0,0.032708333333333325,0.18861111111111112,331.0,0.18430357142857137,0.498827380952381,311.0,0.05183333333333334,0.15029166666666666,322.0,0.06942929292929292,0.34178282828282824,365.0,0.3590373661426293,0.48697919040024285,346.0,0.0875,0.1875,64.0,0.08801767676767677,0.29487373737373734,277.0
23,2009-03-01,0.13541170634920635,0.2998877164502165,740.0,0.1496059496059496,0.40664742664742665,627.0,0.13054256854256857,0.38795274170274174,687.0,0.060480587121212126,0.16685369318181822,663.0,0.14559901845839351,0.4604546206108706,643.0,0.015666035353535356,0.28365530303030306,538.0,0.12109072871572872,0.34563014069264064,634.0,0.1759861111111111,0.36593749999999997,664.0,0.25,0.47777777777777775,32.0,0.17910783660783663,0.2903299478299478,597.0
24,2009-05-01,0.11315476190476192,0.38175264550264554,627.0,0.0895393668831169,0.2965101911976912,641.0,0.11463329725829723,0.35659577922077934,639.0,0.16302546138072455,0.2843173274094326,613.0,0.16412337662337662,0.4828189935064934,570.0,0.09904169904169903,0.1883417508417508,516.0,0.09116161616161615,0.24340909090909096,591.0,0.1628527553527553,0.40378417378417386,607.0,0.0,0.041666666666666664,42.0,0.28417729930887825,0.4316753056884635,669.0
25,2009-06-01,0.17606060606060603,0.27678030303030304,365.0,-0.016639610389610385,0.36397907647907646,346.0,-0.057065746753246736,0.3961160714285714,323.0,0.12843137254901962,0.22303921568627455,308.0,0.1428123338649654,0.4852977139819244,243.0,0.02054978354978356,0.4316341991341991,331.0,0.04418455387205387,0.2460300925925926,289.0,0.14682803307803308,0.34383446414696417,333.0,0.06992857142857142,0.27495238095238095,73.0,0.12007575757575757,0.344280303030303,282.0
26,2009-07-01,0.21314123376623378,0.31556006493506494,399.0,0.07173539910382017,0.2513833826991722,302.0,0.027094907407407408,0.14052083333333334,289.0,0.08757981601731604,0.2333116883116883,294.0,0.15281818181818183,0.426810606060606,243.0,0.09104166666666667,0.26608333333333334,299.0,0.1049199703804967,0.320159299764563,295.0,0.3162612971823498,0.5371477937267412,252.0,-0.007155647382920111,0.29565426997245176,177.0,0.0682013888888889,0.1912777777777778,309.0
27,2009-08-01,0.02627840909090908,0.4494002525252526,334.0,0.05936097820308345,0.3258455608718766,350.0,0.016269841269841274,0.26094246031746027,331.0,0.08990079365079363,0.2689087301587302,328.0,0.13748405103668257,0.42664274322169055,306.0,0.050301948051948056,0.2451731601731602,306.0,0.13049242424242424,0.4424747474747475,358.0,0.1686543062200957,0.31675182273866487,353.0,-0.012215909090909088,0.1715909090909091,281.0,0.15515448603683898,0.3151663695781343,265.0
28,2009-09-01,0.17722101393976394,0.2991856176231176,392.0,0.1655864197530864,0.41959876543209873,275.0,0.1823114604693552,0.34788334472545,303.0,0.04290584415584414,0.28004329004329004,297.0,0.15033013668430337,0.523502685586019,278.0,0.08716396103896104,0.1940108225108225,289.0,0.1175342712842713,0.2905573593073593,305.0,0.08560272032494257,0.35040216984661426,296.0,0.035555555555555556,0.2161111111111111,226.0,0.12638888888888888,0.41018518518518515,266.0
29,2009-10-01,0.10793686868686869,0.27879419191919197,327.0,0.04720238095238095,0.3366468253968254,338.0,0.13446637426900587,0.30975877192982454,218.0,0.19171031746031747,0.35890873015873015,321.0,0.1272853535353535,0.49705303030303033,239.0,0.12804027113237643,0.3466108452950558,314.0,0.08094907407407406,0.2349074074074074,282.0,0.15006403318903316,0.3836429773929775,275.0,0.09394640852974186,0.380695847362514,287.0,0.2161454773296878,0.21458475734791524,309.0
30,2009-11-01,0.1532070707070707,0.35911616161616167,340.0,0.07637485970819302,0.3532968574635242,300.0,0.07044981060606062,0.20144728535353534,275.0,0.06958333333333333,0.21625,342.0,0.18361712361712357,0.48957912457912456,315.0,-0.00421085858585858,0.28184343434343434,248.0,0.0978637566137566,0.252989417989418,306.0,0.14934210526315786,0.34824561403508775,282.0,0.0961111111111111,0.2451851851851852,209.0,0.25339285714285714,0.4832142857142857,326.0
31,2009-12-01,0.126535657325131,0.3776600592390066,333.0,0.11272926634768742,0.30524654439128124,328.0,0.06515151515151514,0.4300883838383839,316.0,0.09958133971291866,0.16417464114832536,288.0,0.23287878787878785,0.5428459595959596,318.0,0.026899831649831653,0.23342845117845118,328.0,0.12957251082251084,0.33903138528138527,284.0,0.20983796296296295,0.2972222222222223,287.0,0.05115740740740741,0.1414351851851852,237.0,0.17038847117794487,0.31087719298245614,299.0
32,2010-01-01,0.05528571428571431,0.37464880952380947,368.0,0.07496753246753247,0.16739177489177487,266.0,0.18552631578947368,0.22763157894736843,236.0,-0.09370015948963321,0.30637958532695364,279.0,0.16446969696969693,0.4593434343434343,249.0,0.037202380952380945,0.19345238095238096,248.0,-0.00785714285714286,0.2167261904761905,281.0,0.10245643939393938,0.3358200757575757,392.0,-0.03026315789473684,0.28918128654970754,270.0,0.07493620414673047,0.1649920255183413,281.0
33,2010-03-01,0.21100855493712634,0.3589243970315399,686.0,0.10960557960557964,0.34241762866762865,659.0,0.11338644907723855,0.4012865971747551,666.0,0.1010399531024531,0.22764538239538235,664.0,0.14825666438824334,0.5080206134021924,525.0,0.13110685610685613,0.250023125023125,616.0,0.15440025252525252,0.30687815656565653,543.0,0.017172191843244478,0.28142752715121133,609.0,0.049999999999999996,0.30277777777777776,185.0,0.13800998708893447,0.37271084909242796,604.0
34,2010-05-01,0.11430194805194806,0.2782448107448107,634.0,0.08867788461538462,0.2939567307692308,574.0,0.08673218673218672,0.4257814632814633,603.0,0.0013298611111111143,0.22272222222222218,712.0,0.1539999352499353,0.4740584261417594,463.0,0.07357128982128981,0.20341880341880345,514.0,0.046645021645021635,0.17655979437229438,531.0,0.23291291291291297,0.3606343756343756,527.0,0.1592418546365915,0.19987468671679198,282.0,0.17132974481658694,0.3769178628389155,537.0
35,2010-07-01,0.16634871884871885,0.35492336492336485,618.0,0.10323310323310324,0.3565540378040379,588.0,0.04850965007215008,0.28584731240981237,651.0,0.05510687229437228,0.29544304653679654,561.0,0.16718263718263723,0.4526740376740377,534.0,0.12782310282310286,0.19639989639989638,553.0,0.1322048017771702,0.2503098655730234,602.0,0.17911255411255414,0.323049173049173,595.0,0.08499999999999999,0.22833333333333333,277.0,0.12188757879547352,0.40731184020657707,609.0
36,2010-08-01,0.047222222222222214,0.3554320987654321,222.0,0.13135802469135804,0.27026234567901236,297.0,0.017222222222222222,0.13444444444444442,285.0,0.11150793650793651,0.37067460317460316,374.0,0.10515151515151513,0.42647727272727265,240.0,0.04375,0.07333333333333333,267.0,0.05007738095238096,0.2993571428571428,279.0,0.20064745196324144,0.3661758563074353,290.0,0.0016060606060606063,0.053242424242424244,248.0,0.1847772841193894,0.2774008885850991,292.0
37,2010-09-01,0.23428362573099423,0.35153508771929826,289.0,0.06430481283422461,0.26029411764705884,302.0,0.14121212121212123,0.36181818181818187,316.0,0.12848370927318295,0.3556954887218045,301.0,0.1573721234905445,0.4638542378673957,273.0,0.028508771929824567,0.23157894736842102,257.0,0.03019670388091441,0.13023657628920787,250.0,0.2083122895622896,0.294760101010101,293.0,0.02329365079365079,0.10595238095238095,291.0,0.18147015265436317,0.311099339257234,297.0
38,2010-10-01,0.09309210526315788,0.3543494152046783,259.0,0.2372514619883041,0.40631578947368424,304.0,0.011842105263157888,0.47368421052631576,291.0,0.1199431818181818,0.2925000000000001,346.0,0.10083739177489175,0.480180826118326,258.0,0.09473684210526316,0.20394736842105263,273.0,0.031262626262626256,0.11161616161616164,251.0,0.1495746943115364,0.4350345560871876,269.0,-0.007944996180290301,0.16360771581359815,229.0,0.1349686147186147,0.2913051046176046,341.0
39,2010-11-01,0.0894375,0.35850000000000004,310.0,0.03771929824561405,0.37597465886939574,314.0,0.16169590643274853,0.376608187134503,289.0,-0.05714912280701754,0.2472368421052632,318.0,0.17830483405483402,0.5320306637806639,289.0,-0.058333333333333334,0.1787037037037037,261.0,0.08083333333333334,0.2058333333333333,235.0,0.12008333333333336,0.38095833333333334,309.0,0.022234848484848486,0.09481060606060607,283.0,0.2242171717171717,0.35692099567099567,379.0
40,2010-12-01,0.08305042910306067,0.3783359914938862,316.0,0.17450980392156865,0.46764705882352936,303.0,0.13584595959595958,0.32619949494949496,342.0,0.07749999999999999,0.38666666666666666,299.0,0.2083333333333333,0.4894736842105263,238.0,0.08927489177489177,0.25058982683982683,276.0,0.18610446570972888,0.4090909090909091,270.0,0.1933128275233538,0.3579830257461836,299.0,-0.02848484848484849,0.2185227272727273,303.0,0.10387175324675324,0.257637987012987,333.0
41,2011-01-01,0.016011904761904755,0.49826388888888895,341.0,0.08353386809269162,0.3453579916815211,262.0,0.2036439393939394,0.3455909090909091,346.0,0.1368181818181818,0.2900883838383838,311.0,0.14139610389610385,0.46001623376623374,234.0,0.03618686868686869,0.26316919191919197,287.0,0.14752525252525253,0.2237878787878788,263.0,0.09232954545454546,0.4823716329966331,325.0,0.19881818181818184,0.47100505050505054,325.0,0.16805650489861015,0.337861699703805,344.0
42,2011-03-01,0.08903508771929823,0.3260233918128655,354.0,0.14517543859649124,0.3203947368421053,340.0,0.27829545454545457,0.3243813131313132,291.0,0.10934199134199134,0.27642370129870125,348.0,0.2026149891774891,0.49708468614718615,239.0,0.10561728395061729,0.18493827160493825,261.0,0.0786111111111111,0.1676388888888889,224.0,0.08278309409888357,0.40956140350877196,275.0,0.04407894736842105,0.13267543859649122,271.0,0.20265151515151514,0.47678429027113234,287.0
43,2011-04-01,0.08330393885949441,0.357745443856555,349.0,0.08145833333333334,0.20750000000000002,297.0,0.2030176767676768,0.5146306818181818,315.0,0.06375598086124402,0.15964912280701754,294.0,0.170275974025974,0.526810064935065,267.0,0.025003322700691118,0.27454811270600754,293.0,0.07042036910457962,0.297453861927546,254.0,0.02880781499202552,0.10768540669856459,311.0,-0.0353483817769532,0.28017419088847656,295.0,0.2132352941176471,0.4764705882352941,270.0
44,2011-05-01,0.11592204092204095,0.2774928774928775,608.0,0.23434248500037977,0.38566468253968256,727.0,0.12304924242424245,0.40946473665223665,619.0,0.0579693552061973,0.27939479380268856,629.0,0.18579108391608393,0.46374449624449626,567.0,0.03443084693084692,0.23664529914529914,511.0,0.07517035433702102,0.23565065335898672,468.0,0.13527796277796283,0.3138871313871315,544.0,-0.025,0.05500000000000001,218.0,0.17138410894660894,0.352756222943723,719.0
45,2011-07-01,0.13775048416495786,0.3420982380192907,612.0,0.1861827986827987,0.3616587116587116,620.0,-0.0011442669172932463,0.2977999686716792,678.0,0.08597853535353535,0.253186553030303,588.0,0.18487900987900993,0.4379870129870129,488.0,0.07412109820004557,0.20325210121262752,528.0,0.09907206990540326,0.2834526815776816,478.0,0.05795620680489104,0.3040304359383306,585.0,0.0015151515151515147,0.016666666666666666,340.0,0.10805692055692054,0.27148853398853395,568.0
46,2011-08-01,0.12328548644338118,0.29649122807017547,319.0,0.027546296296296298,0.30115740740740743,287.0,0.0,0.003333333333333333,331.0,0.06158730158730159,0.1923313492063492,345.0,0.08934343434343434,0.4885290404040403,272.0,0.0913157894736842,0.1728654970760234,258.0,0.05729545454545456,0.2751792929292929,285.0,0.14303030303030304,0.32879629629629625,293.0,-0.05263157894736842,0.20701754385964913,168.0,0.10197368421052631,0.3493421052631579,291.0
47,2011-09-01,0.07356459330143539,0.2945175438596491,290.0,0.03138784461152882,0.47447994987468667,330.0,-0.00657894736842105,0.22309941520467835,266.0,0.24333333333333332,0.3091666666666667,296.0,0.1902746212121212,0.4591792929292929,232.0,0.12462121212121212,0.2539351851851852,242.0,0.03490829346092504,0.1634170653907496,284.0,0.12015303410040254,0.37330599225336064,306.0,0.035,0.1725,221.0,0.15082814359130148,0.34646812738918004,316.0
48,2011-10-01,0.08568580542264752,0.2840111642743221,314.0,0.08337962962962964,0.29342592592592587,317.0,-0.022208931419457737,0.23883572567783096,240.0,0.03822916666666666,0.26322916666666674,304.0,0.20468519784309253,0.5177447406394775,272.0,0.0125,0.23333333333333334,282.0,0.06700566590272472,0.1954927425515661,251.0,0.17395923520923523,0.32064454064454057,303.0,0.06521329365079365,0.16547123015873016,190.0,0.08943602693602691,0.37546062476618036,270.0
49,2011-11-01,0.1683379851143009,0.4598351940457204,294.0,-0.04894736842105263,0.39991228070175433,313.0,0.04352649300017721,0.4075899344320397,311.0,0.05213032581453633,0.27518796992481204,285.0,0.14656297868797868,0.5141498963998965,302.0,0.054046717171717176,0.29099116161616156,315.0,-0.04124999999999999,0.26083333333333336,263.0,0.02639553429027113,0.28169856459330145,282.0,0.0067669172932330835,0.16917293233082706,204.0,0.20462914862914863,0.3062498196248196,302.0
50,2011-12-01,0.059375,0.3085416666666666,325.0,-0.0018371212121212107,0.25797348484848487,317.0,0.2005313852813853,0.41168398268398265,347.0,0.07900869598238018,0.25036872484240896,287.0,0.27480063795853266,0.5578149920255183,253.0,0.07966666666666668,0.173,253.0,0.07709415584415581,0.2463059163059163,286.0,0.3456155303030303,0.5128503787878789,293.0,0.0,0.0,122.0,0.046073517126148704,0.40976399331662494,267.0
51,2012-01-01,0.18709235209235214,0.3586706349206349,345.0,0.06916666666666667,0.2984986772486773,293.0,0.00013866341991341548,0.2766774891774892,259.0,0.11071001367054,0.3155715994531784,276.0,0.15061115355232998,0.4254679144385026,173.0,0.10175438596491226,0.13486842105263158,252.0,0.08341856060606061,0.41767992424242417,281.0,0.14110180754917598,0.2721424774056353,320.0,-0.04078947368421052,0.09605263157894736,136.0,0.1708193542568542,0.43730294011544013,335.0
52,2012-02-01,0.10494628827962162,0.29511083052749726,256.0,0.06540071770334928,0.2800637958532695,304.0,0.081075225943647,0.21337453482190322,229.0,0.18949646844383686,0.32787366142629293,340.0,0.12441017316017311,0.5280411255411256,233.0,-0.01145833333333333,0.2680113636363636,222.0,0.12499999999999997,0.3508333333333334,289.0,0.1942982456140351,0.32587719298245615,227.0,-0.036704545454545455,0.052500000000000005,123.0,0.07236111111111111,0.41989583333333336,284.0
53,2012-03-01,0.09270833333333334,0.41701388888888885,286.0,0.11177248677248677,0.3771825396825397,299.0,0.061695906432748526,0.2672514619883041,276.0,0.09152281746031746,0.32919146825396817,373.0,0.17375523088023087,0.5238905844155843,208.0,-0.017121212121212117,0.12980429292929294,277.0,0.20503246753246757,0.24748917748917748,272.0,0.014809958559958572,0.31897716481049815,246.0,-0.008583333333333332,0.09633333333333334,223.0,0.1576241740715425,0.31173388015493275,257.0
54,2012-04-01,0.11661796536796537,0.2959834956709957,247.0,0.053750000000000006,0.4386111111111111,291.0,-0.01481060606060607,0.36757575757575767,325.0,0.14666666666666667,0.24833333333333335,260.0,0.15770833333333337,0.5151388888888888,217.0,0.12627401837928157,0.1662593984962406,285.0,0.10296052631578947,0.21019736842105263,213.0,0.09669642857142856,0.259265873015873,282.0,0.039999999999999994,0.12,120.0,0.08806818181818182,0.2356439393939394,273.0
55,2012-05-01,0.2267526455026455,0.4107958553791888,299.0,0.20782142857142855,0.4007698412698413,367.0,0.1428240740740741,0.452391975308642,333.0,0.10499999999999998,0.17458333333333334,328.0,0.17083333333333334,0.4491666666666666,172.0,0.08618927368927369,0.20815295815295815,208.0,0.17519936204146733,0.32332535885167457,322.0,0.23666666666666672,0.3570833333333333,231.0,0.042749999999999996,0.0795,209.0,0.28397950089126556,0.39251336898395717,251.0
56,2012-06-01,0.17434210526315788,0.45416666666666666,319.0,0.17333333333333334,0.46388888888888885,288.0,0.12495039682539684,0.2156051587301587,315.0,0.06359649122807016,0.18903508771929822,252.0,0.16452489177489169,0.4785962000962002,202.0,0.0698538961038961,0.11201298701298701,283.0,0.11989633173843699,0.22830940988835727,262.0,0.3114583333333333,0.2364583333333333,204.0,0.04750000000000001,0.15999999999999998,276.0,0.0004884370015948954,0.2072411141490089,302.0
57,2012-07-01,0.09221491228070175,0.3093201754385964,284.0,0.036231060606060614,0.2613257575757576,327.0,-0.07921052631578947,0.44039473684210534,319.0,0.18854166666666666,0.3185416666666666,336.0,0.15353835978835978,0.49015652557319217,247.0,0.03508771929824561,0.15682261208576997,285.0,0.09070707070707071,0.25842171717171714,284.0,0.22009199134199137,0.39963203463203467,300.0,0.03245614035087719,0.08508771929824561,109.0,0.10258116883116883,0.2069345238095238,281.0
58,2012-08-01,-0.013352272727272713,0.29028409090909096,315.0,0.0028535353535353524,0.34608585858585855,310.0,0.0533314393939394,0.27569949494949497,296.0,0.17222222222222225,0.25601851851851853,271.0,0.10365530303030299,0.4597537878787878,241.0,0.012200710811821924,0.26374859708193044,242.0,0.05034090909090908,0.34509469696969697,297.0,0.09231411862990813,0.29969715956558063,290.0,0.06999999999999999,0.095,135.0,0.4358333333333334,0.75,435.0
